Comment,Predicted Class,Label
want do mba future which field should do graduation btech ba please reply sir be important life,imperative,5
bscmathematical science delhi university th drop year th it but get clear th do diploma nautical science merchant navy but join company later do bsc du cat score be get god enough colege due por sectional mark english planing get gmat have no job experience prefer join fresher august sesion want do mba shiping logistics please refer way contact consultation how proced respond thank,imperative,5
how much cost mba do uk canada ?,interrogative,4
best colege busines analyst colege ?,interrogative,4
abroad mba be ecpensive,miscellaneous,6
big company ceo be india who be qualify india not usa,miscellaneous,6
be mba field finance international busines complete mba be right be try try try hard job stil have job be planing die son be lose skilsincluding comunication skil wish euthanasia be legal,miscellaneous,6
what kind job experience should lok forward gain intend do mba finance become investment banker i 've complete bcom agregate i 'l complete mcom year ie august what would sugest ? thanks,interrogative,4
be target mba healthcare management usa ned sugestion god colege no gregmat require,miscellaneous,6
hi be shobhit sir have complete bcom be ipc dropoutca dropout wel be year old don ’ t have work experience til give cat mat nmat exam but didn ’ t score wel themsir tel what mba option have want take mba degre repute mgtb scholshould go average colege should give another try cat exam job be not priority be think get god mba tag please reply asap thanku,imperative,5
job placement depends upon skil set which be combination hard skil soft skil not colege degre,miscellaneous,6
complete ba may want do mba finance germany cgpa be no work experience how enhance profile get admision mba,interrogative,4
sir profile be cgpa ththbtech iam confuse how build profile get god mba clg abroad,miscellaneous,6
percent be reference,miscellaneous,6
recomendation leter should take closely work coleague top ceo alumnus schol,miscellaneous,6
plz make video czech republic mba,imperative,5
god even sir be pursue bpharm havs complete rd yeari 'm confuse whether go core mba pharmaceutical mba ? could help me ?,interrogative,4
video 's presentation skil be next level,positive,1
hi can get review hec montreal campus,interrogative,4
sir complete mba finance marketing what should do get job european country ? complete ielts be procedure ?,interrogative,4
sir be special mba busines ?,interrogative,4
hi i 'm curently pursue ba want do mba give gmat what acord wil best give gmat cat want pursue mba abroad help,interrogative,4
hey bro should study india abroad acord,interrogative,4
curently not plan go abroad but have month work experience get admision excutive mba nmims could advise be wel carer ? do have scope corporate world ?,interrogative,4
helo be go helpful article undergrad situation be similar scenario low graduation mark mediocre colege get sant tamboji maharaj colege poultry farm management seat ie pay hefty donation lacklustre grade would make shri tamboji turn uncomfortably grave may tough justify international mba aplication irespective how high gmat score be but complete master computer science university texas arlington ga wil mba comite stil lok undergrad gpa do have shot big league im sory limited information but can please give answer do master hope one day get big league,imperative,5
helo sir complete btech degre c stream actualy i 'm confuse country australia canada which country mba marketing demand ?,interrogative,4
want know which university pas btech mater havard admision comite instance gmat score be high median expect i 've toper consistently throughout btech wil university wil graduate make huge diference ? wil reason aplication reject havard admision comite ?,interrogative,4
can please reply email regard mba admision consultation asap 'cause have les time aply colege,interrogative,4
wish return india mba foreign university wil worth investment,interrogative,4
dear samer be serve oficer indian army technical background who be due discharge shortly time retirement wil have year military experience postretirement plan be do mba shift focus creative field eventualy setle abroad understand description be largely vague due por understand mba corporate avenue what exactly want be help select field can make ful use potential mba program which can suplement anticipate positive response regard,imperative,5
hey sir apelation be akanksha jerath be pursue bcom guru nanak dev university amritsar punjab have complete first year wil second year july onwards want have guidance mba canada know be bit early but stil want get info mba canada bcoz belong midle clas family know i 'l have arange fund moreover gmat ielts be also think be also time consume want waste time graduation kindly answer folow question top colegesuniversities canada basis job oportunity also estimate total expenditure mba include cost also be posible get admision without work experience ? scholarship how aply them ? lastly anything which think should know entire procedure ? have complete th pseb secure mark cgpa first sem bcom gndu be thanks please reply asap,imperative,5
sir tel colege mba consultancy low fe india ? ? ?,interrogative,4
hi samer ned opinion profile suitability hbswharton nd mba have do btech vit cgpa mba im ahmedabad percentile cat cgpa decent score th th respectively post mba work hotstar data scientist year work amazon hyderabad senior data scientist wil shift seatle amazon mostly sepoct be target aply top bschols strengthen profile clarity soplus financing education cost reach personal guidance want get gmat picture target next couple month ned opinion whether plan lok doable have encounter profile past double mba ? much apreciate,interrogative,4
hi iam ba student be aspirent know math iam por reason can not clear gre gmat cat but want do mba but can do management want get best bschol which country be best low budget wel roi please sugest best country be italy god ?,interrogative,4
not usa do colege canada uk singapore australia prefer student year experience ? be wel study mba india one have year experience,interrogative,4
do top university abroad acept ielts score ? ?,interrogative,4
make video mba international busines scope what type job available,interrogative,4
hey sir have alot question be confuse slot can share source contact could conect clear query,interrogative,4
hi i 'm btech c graduate may think pursue mba ireland intake colege i 'm get be dublin buisnes schol national colege ireland would recomend colege mba,interrogative,4
be pursue mba marketing mediocre colege pune be not satisfied be think second mba abroad what would sugest me ? should take job mba go another mba be thalasemic patient do have disability certificate might make easy get scholarship admision what would sugest case ?,interrogative,4
enginering grad year work ex industry later year work ex bank lok get consultancy acads throughout go take gmat june how much be safe score admision isb,interrogative,4
greting sir have compete bcom last year calcuta university but be not able secure academic be have clear ca level apear level june have also apear cfa level december line preference specialisation per interest pasion be marketing consultancy entrepreneurship finance have do internship part time job role management consultant marketer colege day completion graduation be work ful time finance consultant part time overal consultant busines london want pursue mba top abroad university thats why take cfa eradicate academic string be also target score gmat sure know ned have least year work experience get colege time ned consultant like help build resume year but lack financial inability pay consultancy fe be factor be not favourable which ned help please sugest way lok forward have word be ken go abroad study subject please help sir thank,imperative,5
hey name be sushmith hyderabad be qualify write ability testwat integrate programe management im shortlist personel interview pi would like understand mba what do hope can help regard mba aspirant,imperative,5
sir presently be study degre bcom computer year next want study mba york university canada but be por sir how get shcalarship wel admision sir please help sir,imperative,5
namaste sir like video be final year bcom honour almost complete month want do mba earn money please focus how can do course like learn language skil learn computer skil please guide sir be confuse one thing told work exp india ca n't get job graduation,imperative,5
son tech velore gp mb im shilong work exp private equity worth go abroad not,miscellaneous,6
sir but pursue mba abroad be expensive how can person pay enormous amount therefore indian prefer pursue mba india ca n't cary burden huge debtloan,miscellaneous,6
be ba indian top university want do mba usa yr education cant wait want mary bro how can kep study plz chose best carier option have always toped study,imperative,5
want do mba usa but should must get yr education plz cant do yra education profile be gud,imperative,5
hi sir be complete graduation bcom year cgpa th nd th semester bcom start work ca firm later could not clear exam have make mind stop do mba finance be planing fly next year be not give gmat exam know profile be not god what think should do mba abroad,interrogative,4
hey realy like one could please make video germany include mba m ' university salary structure realy ned guidance confuse whether do mba marketing finance etc hospitality management shower help thanks video,interrogative,4
want setle usa be dream be final year recently come acros website top bschols have defered mba program which enable student no work experience get asure seat colege require gmat toefl score want ask be god option,miscellaneous,6
estonia be god mba ?,interrogative,4
have month wek gre test wil put practice tip,miscellaneous,6
what practice exam would recomend take first study anything,interrogative,4
thanks lot man much love respect ca n't aford tutor wil definitely watch vids thanks,positive,1
helo test tutor actualy saw lot video quant youtube have se ur understand video try solve practice question manhatan lb be not even able solve basic question medium nd hard question be way league could help how do deal quants please ? ? ? ?,interrogative,4
thank make video agre everyone else calmnes demeanor be apeal much apreciate not mention valuable tip,positive,1
helo test taker exam be two month away pls how do get start preparation be grenhorn pls help,imperative,5
astute observation final tip be night owl academic like exam country may hapen be would normaly aslep be true be suicidal grade do practice mock test mention exactly test region might hapen day posible have job least make sure be fuly natural month awake active time day god luck,positive,1
hey phil wan na apreciate help past month never wel want ask how can practice cr question cause sometimes mes realy make want question practice sugestion ?,interrogative,4
wow great explanation sir wil surely folow guideline want score plus want go stanford university score plus gre,positive,1
what absolute legend amaze video thanks everything do,positive,1
be magosh flashcard be enough gre verbal ?,interrogative,4
can repeat test ?,interrogative,4
thank much tip want do realy wel gre time come god bles share wisdom fre,positive,1
hi philip thanks help watch video every day wek score first atempt apreciate how concisely explain everything especialy math which do since undergrad year ago,positive,1
be realy god thank have day prepare how many hour day do think should study ?,interrogative,4
how much do get gmat ?,interrogative,4
 ? vtnubkeuts gre journey score,miscellaneous,6
wow acent love weak english scare mu gre,positive,1
do have tip how remember mistake make ? write review mistake try question forget what learn,interrogative,4
have exam st feb can give tip how should plan it ?,interrogative,4
hey philip thank wonderful tip prepared month exam be hard manage ful time job but think get reasonable score do think score be god enough aply enginering master 's should give gre one shot try improve score ?,interrogative,4
wil subscribe like share thankyou much,positive,1
motivate atitude honesty thanks lot,positive,1
congratulation amaze score sir,positive,1
hi get low score can improve score atleast month,interrogative,4
wow intensity tip be gold,positive,1
have exam th novemberstarting study today chanel be gem,positive,1
do believe manhatanprep 's material be god verbal section practice ? i 'm ask since want run practice material i 'm grind thru lb bok quant practice right but i 've heard conflict advice verbal stuf,interrogative,4
hunger not make mistake twicexcelent advice thank,positive,1
helo philip have ask earlier but be confuse would like ask should go manhatan practice test be planing give gre exam around september have already complete practice test please do reply philip thank,interrogative,4
philip thanks insight be stuck quant ned like please how improve ?,interrogative,4
hi can join course,interrogative,4
hi i 've watch many video randomly love much have end go one begin be planing give gre two month could help plan how many question day how go basicaly thanks,interrogative,4
love humour along honest tip,positive,1
program list prefer gre score surely that 's typo corect ? be imposible,corrective,3
wow superb tip,positive,1
thank much,positive,1
be inspiration wish could conect test tutor,imperative,5
hi score how do improve score ?,interrogative,4
thank lot mate give gre yesterday get barely day preparation work government sector india pandemic phase though be bit disapointed should have score quant consider decent enough quant legacy but okay yeah folow greg mat thanks,positive,1
hey thanks much videosthey 're amaze dyu think necesary purchase aditional powerprep plus practice test ? ? i 'm aim,interrogative,4
thank philip,positive,1
hey i 'm new gre exam obviously not familiar student who be interested gre can sugest what do how do please ? ? ? ? ?,interrogative,4
how start prepare excel esay be unconfident part gre ned build confidence it ? realy ned help,interrogative,4
be amaze,positive,1
how prepare vocabulary ? please answer,interrogative,4
se someone get verbal reason quantitative reason i 'm give analytical write section that 's impresive,positive,1
hi philip what do consider best resource practice question ? i ’ ve use og guide manhatan lb would recomend source practice problem ?,interrogative,4
english be rd language be strugle gre verbal section lot be practice gre word every day but sometimes can not understand tc se gre sugestion tip how should improve verbal ? thank,interrogative,4
helo brother have do almost gre word problem be verbal score be not increase be stuck have solve hundred example sentence equivalence text completion but stil mock exam everything shaters moreover be face severe problem understand rc pasage mock do not understand rc pasage reading first frustration normaly answer question without understand please help tip thank,positive,1
guy be awesome,positive,1
hi sir wonderful video be magosh practice god have get month package,positive,1
absolutely fantastic video,positive,1
internet be liter garbage subject can find reliable ful length practice test ? want prep wek would love have test can do one wek,interrogative,4
love no b aproach straight show what ned do get high score people realy tend overcomplicate thing realy practice fail reflect repeat long ned thank,positive,1
hi can help quantity comparison question yq xy thanks,interrogative,4
be glad found chanel have question how can improve reading skil ? problem be tend lose information previous line be reading curent line require read line twice thrice how overcome short time memory los type problem ? thank wait reply,interrogative,4
take lsat be okay but law schol be take gre want take test even though i 'm terible test taker,miscellaneous,6
hi i 've manhatan lb be god verbal section ? i 've practice quants lb be dril set end wil enough wil ned have baron 's topls let know,interrogative,4
god job,positive,1
have day study how do achieve quants ?,interrogative,4
nice thanx video,positive,1
omg say “ for price dolar ” almost fuck cry i ’ ve practice but i ’ m stil not ready im gon na kep practice thank,positive,1
helo new subscriber be wonder have recomend pratice test paid fre thank,positive,1
what be ur gmat score,interrogative,4
be chinese colege student prepare gre video be realy helpful practice make perfect！,positive,1
honest best thing video be patience which be surmount hype kep sir,positive,1
be best video,positive,1
helpful thanks iran,positive,1
nice content great work,positive,1
reading pasage do sugest reading question reading pasage ? thanks,interrogative,4
do have comprehensive course gre london mate ? get verbal quant around year ago be master finance enginer want get plus can help me ? number be wil apreciate could drop text cher,interrogative,4
i 've month get ready test i 'l get,miscellaneous,6
do think kaplan be god study prep ?,interrogative,4
i 'm incredibly pres money ca n't take spend much money aside already incredible cost real thing money test be colaborative birthday present do bit practice how work get have hope but i 'm realy strugle practice without spending smal fortune,miscellaneous,6
amaze,positive,1
hey philip can tel god gre mock test site frepaid ? ? practice,interrogative,4
do know be suport student dyslexia,interrogative,4
helo get p day real gre daybut real gre dayi even manage what go wrong how can get plus real greplz help,interrogative,4
great video deserve much sub,positive,1
that 's helpful can guide how tackle question pasage ? that 's dificult part gues verbal section,interrogative,4
sir think solid study plan be necesary get god score gre case randomly study topic would able get quant be similar get several practice exam think be maximum could not cros barier despite hard efort question be whether be posible cros maximum ?,positive,1
important advice thank,positive,1
be awesome thank i ’ l have gre day pursue phd sugestion be realy help mery christmas,positive,1
have take gre already score have register take th january what should do ? have take coach have enough material revise what should term practice ? wan na achieve,interrogative,4
can make workshet micro question please would so helpful t,interrogative,4
sir thank make insightful video gre have watch almost video found beneficial compare others would like have ful video practice test which be best one how analyze practice test result wel score,interrogative,4
do terible quant portion take much time questionhelp plan retake gre son,miscellaneous,6
perfect guideline sir,positive,1
have score power prep wat do expect final gre test be goin easy power prep be goin dificult wat se power prep,interrogative,4
bro have disastrous gre exam today spent hr day last month efectively solve magosh quants but score even today have realy tough quant section be realy disapointed totaly confuse how rebot pls give advice,imperative,5
helo watch video quite informative have download bok manhatan lb have se one coment can share link lecture ? thank,interrogative,4
like dislike great thing bro,positive,1
be glad have found chanel,positive,1
hi have gre come friday unfortunately past month study inconsistent retain lot due ful time job i 've push date back already yet be fel unprepared hearing say how realy god take many practice question test barely even graze due woried how even solve remember certain type question everything say fel like ned postpone schedule date i 'm conflict since i 've already change date would love hear insight push back test date whether ned suck take wiling suck money dont do wel ned know prety subjective situation maybe there nothing can say,miscellaneous,6
hi have recently come acros chanel would recomend ets material verbal manhatanmagosh be also aceptable ?,interrogative,4
thank,positive,1
i 'm dificulty retain vocabulary get text completion sentence equivalency panic blank tip ?,interrogative,4
hi have problem expand vocabulary can sugest which word list should use study ? edit curently be refer baron 's verbal workbok vocabulary around word be suficient enough ?,interrogative,4
like dislike,miscellaneous,6
thanks strating point how study gre chanel be realy great apreciate help tip,positive,1
helpful video hey want know wil get admit wel clg god gre score be ielts test be ned,imperative,5
please acept asistance,imperative,5
hey man great help hv score around kaplan practise test enginer math isnt problem hv score les verbal mostly sugestion ? ? do knw can find response oficial ets pol ibt abts ? ?,interrogative,4
hi helpful video thanks be practice question material can recomend,interrogative,4
have watch video subscribed chanel subscriber be regret,miscellaneous,6
helo sir reply please ? ? ? ? india,imperative,5
congratulation,positive,1
great video philip can please tel be posible get two month ful time study base level first atempt ? thanks time,interrogative,4
what type vocabulary flash card would recomend gre,interrogative,4
amaze video love,positive,1
se ur coment every coment section come ur chanel felt can realy help gre taker can please make how stay stable hour focus test time,interrogative,4
i 've write twice get pathetic i 'm give exam month 's time wil last atempt i 'm new chanel hope help should say watch video kinda get positive vibe,interrogative,4
come acros chanel today ned help be stuck gre score always sem get medium level be unable find relation question be wrong how can improve this ?,interrogative,4
ned point gre get schol choice have retake exam th next month ned help understand pitfal gre sometimes get what be ask but do plan practice least practice exam ets website test day be try like gre but be hard,miscellaneous,6
heyhey thanks lot useful tip seikh recomendation quant prep like barons princeton manhatan nova have sugestion would great know btw like video ned borow luck oct wil pay back interest,positive,1
material self practice mock test practice be clear wonder what material have use practice yes first one ? ? ? ?,interrogative,4
practise practise practise agre tip strategy learnt first atempt be useles sometimes even detrimental instead use strategy thought strategy test which waste time second atempt finaly get boil eficient wel conduct practise,negative,2
hey realy informative video first atempt get fluster end make realy sily mistake test end get disapointed verbal be atrocious mes word knew meaning be scar would mes which do anyways i 'd like know how stay compose test,miscellaneous,6
realy apreciate work aspire student,positive,1
how do stay motivate every single day can please help wake every day high energy do thing but end day kep get distract totaly forget stay motivate plz help sir,interrogative,4
hey be curently prepare gre get february give exam minimal efort i 'm seriously prepare have fuly finish lb manhatan bok read manhatan strategy guide give manhatan mock test bought exam pack get ets mock exam be learn word flashcard make include baron 's word magosh ap vocabulary gradualy improve be able notice growth daily life problem i 'm stuck quant high verbal consistently much practice no growth score have trouble recognize mistake have realize mistake be related personality example reading quant question fast solve something else even though knew how solve even not understand rc pasage even reread confuse sentence i 'm fel i 'm stuck ca n't get would highly oblige could guide use experience point something wrong i 'm thank,miscellaneous,6
be realy necesary learn word ? yes pls tel how tackle vocab verbal,interrogative,4
realy get interest advice video would like know have tip reading not able entirely understand article often get slow topic be unfamiliar mewhich be unfortunately spending lot time stil pick wrong answerit would wonderful could share way improve,interrogative,4
thanks make video be aiminig get desperately want join ivy leaguesplease let know stratgies rc 's have do m mathsaplying phd get be dream schol anixiously wait video yoursanother thing want ask fpr quant section do realy ned practice gmat lb ets guide be enough,positive,1
can post video how revise gre sylabus ? how should plan revision strategy include qr vr vocabulary day real test,interrogative,4
thanks share wonderful tip,positive,1
thanks share wonderful tip,positive,1
get have month retake test what strategy be best wan na put hour daily,interrogative,4
what be score practice test ?,interrogative,4
how do manage perfect gre ? do tutor help you ?,interrogative,4
be lucky score perfect gre student score,interrogative,4
what way oficial guide be useful do question apear real gre ?,interrogative,4
hey first thank much help u regard gre usualy question pop number word one should practice sugestion ?,interrogative,4
sir have work quantitative problem present manhatan lb kaplan math workbok iam get average every time take mock test iam not able draw clean division what know what dont often not tend overlap though one would say be not bad score would say otherwise ned nulify bad grad score gre score know problem 's sound cliched sir but request sugest alternative aproach get quant main area problem would disivibility prime sequence even solve topic mention bokiam single step away cal quits have gre th wek august,miscellaneous,6
have get new subscriber,positive,1
what be best bok advice anyone take exam exactly two month ?,interrogative,4
hey philip thanks information take diagnostic test score plan give gre last wek august please help study plan can score,imperative,5
thank much i 'l watch rest series toteach u wel sensei,positive,1
heyu great jobhats efort greu hardworking grow chanelal best youtube journey wil give gre month thank,positive,1
i 've get month gre exam i 'm glad have found chanel,positive,1
share mail id contact detail lot question ask pls help u be strugle lot,imperative,5
hey be write behalf yocket be one stop destination study abroad aspirant stumble upon youtube chanel found quite interest useful would interested conduct webinar which wil help student wil promote video platform wel can grow please let know can go ahead,imperative,5
absolutely love calmnes voice,positive,1
congratulation amaze score i 'm buckling study gre curently video have super helpful thank,positive,1
be trouble understand what question be truly ask do have trouble utilize test take strategy advice,interrogative,4
hi be apear gre first wek august be face tremendous problem verbal awa section diagnostic score verbal be seriously want improve please help,imperative,5
i ’ m undergrad colege sophomore year come acros program wil alow get phd but have take gre test resource could point towards build level have lot time but want ready confident,miscellaneous,6
hi great video can please do video eficient way learn vocab which vocab word be best learn ?,positive,1
should make video sample question walk u how answer analyze,imperative,5
nice tip can do video how analyzelearn gre mistake ?,interrogative,4
kep post take test month start prepare day ago i 'l let know how do,imperative,5
amaze explanation,positive,1
pls how can get previous video,interrogative,4
almost do quant video decide make visit goal finish,positive,1
thanks last se question be helpful preparation get except last one but explanation be awesome,positive,1
damn i 'm realy blown magnificent quality content,positive,1
solemnity mean serious dignify sincere ? found meaning solemnity sad anywhere,interrogative,4
sheldon coper taught word impase deadlock bigbang,miscellaneous,6
learn gre vocab word everyday live discusion ? vzgpqdhnpifeatureyoutube,miscellaneous,6
sir which source should do tc ? ? please let know sir,interrogative,4
amaze video be highly efective thanks core heart,positive,1
ecentric god fit last question ?,interrogative,4
guy be legit love way sort question easy dificult,positive,1
be voice behind schoarden tutorial ?,interrogative,4
thanks,positive,1
love video wish be personal tutor,positive,1
find sentence equivalence easy sentence completion who else agres ?,interrogative,4
be realy helpful like talk slowly steadily since i 'm nonative english speaker india,positive,1
god video kep god work,positive,1
helo test tutor have question would sugest be beneficial first memorise word list begin practice sentence equivalence question ?,interrogative,4
always get overwhelmed forget like video gues i ' l post sticky note beside desk can remember like always another alternative would come like video i 've ever watch gre funy know but that 's least could do thank much philip,positive,1
do mean be one corect answer question ?,interrogative,4
be exceptionaly great wisdom ia inimitable i 'm write nigeria,positive,1
wonderful video can share website link,interrogative,4
thank sir,positive,1
do make video solution scholarden verbal question ? voice sound like,interrogative,4
i 've month left gre i 'm glad found amaze chanel simple elegant teach thank,positive,1
thanks precious efort please make video u,imperative,5
can please do video tc trick tip ? thank,interrogative,4
though not god intention many tre be deface due haste farmer clearing land option st blank lack i destitute i bestow option nd blank prudent i futuristic i improvident please help not negation be use contradict word also please let mw know can ace word esential gre,imperative,5
be realy great manawesome explanation,positive,1
great,positive,1
hey great video could please talk eror focus would huge help thanks lot,interrogative,4
hey have test th december be completely freak verbal ets mock score be but high score mock verbal be please help improve desperate help,imperative,5
thank informative,positive,1
hey man how ? ? almost month have watch video be stil score bit les verbal test which be mostly close be alright sentence equivalence but mostly have mis one big rc be right way go anything would want sugest which can help improve have exam day,interrogative,4
thanks video have criticaly understand last question thanks trick cancel two twist word,positive,1
easy understand be helpful,positive,1
hi please sugest which bok be close gre sentence equivalence text completion be right folow ets verbal actualy be find dificult understand sentence structure want practice,imperative,5
score gre though finish ets manhatan lb pls help give tip,positive,1
wait tutor video be gold join peoplechanel recognize son,positive,1
get rightbut stil verbal improve i 'm stil stuck,positive,1
knew what impase be otherwise would 've get right sem like vocab make extremely easy catch right word crack gigle say m tone xd thanks video sir,positive,1
subscribe wil increase make many valuable video which help lot love bangladesh,positive,1
hi ned advise have give gre get verbal whereas mock which give preparation be get even one night exam give ets power pre get verbal can sugest what should do overal score come quant plz help,interrogative,4
pls do video text completion,imperative,5
levity lack seriousnes guesoposite solemnity video be best sir wait text completion video,positive,1
make text completion pleasemore emphasis should tc fel automaticaly wil understand sc ease,positive,1
thank briliant video realy ned work vocabulary have no problem understand logic sentence,positive,1
omg exam be day go chanel hop post new video thank much have leave coment even watch video that 's how excite get lol,miscellaneous,6
've found video helpful thanks efort,positive,1
never clicked video faster,miscellaneous,6
literaly bafle how wel work especialy advice regard reading pasage slowly comprehend progres take question test rc right aply every advice adition poe proces elimination get perfect minute although be medium dificulty question iam gon na ride wave gre score highly apreciate what be carefuly disect conspicuous problem come ingenuous solution,positive,1
sem not comprehend what read get excesive anxiety which make read line para obsesively stump grade please help,positive,1
hit like subscribe buton be tutor thank valuable tip,positive,1
hereby anounce 'the test tutor ' new legend mental skil also why be not teacher,interrogative,4
thank,positive,1
dude lok like dolar store hary poter,miscellaneous,6
amaze explanation be much ned one request can please make video how tackle pasage have word long pasage,interrogative,4
thank information i 'l definitely try hopefuly help exam tomorow,positive,1
finalymy problem solve,positive,1
thank,positive,1
perfect teacher world,positive,1
who else be test,interrogative,4
also be th grader can folow video,interrogative,4
ned thank much be profesional pls honest realy wan na take clas toi,imperative,5
be god video sub,positive,1
i 'm almost strugle get bachelor degre upcoming month reading comprehension isue thank video i 've resonate tip previous experience learn how cope wil take new information aply remainder semester final exam,positive,1
thank so much be comprehensionvocab end term exam tomorow get admit realy ned,positive,1
take year admit ned video,positive,1
do work longer pasage,interrogative,4
be pasage ets guide ? please sugest bok rc,interrogative,4
thankyou sir asistance,positive,1
reading comprehension be easy subject math science but harder master learn opinion,miscellaneous,6
excuse brother can give advice be maximum time unable understand verbal problem what have do ?,interrogative,4
useful,positive,1
wow realy help even motivate read text,positive,1
guy tel what do think method first skim pasage reading topic sentence paragraph reading question move reading whole pasage carefuly,imperative,5
realy help so much start video have no idea how even do reading comprehension corect way wil definitely use forever thank much,positive,1
thank be les video thank infinite time sir video one friend recomend chanel realy beneficial benevolence help u,positive,1
great content thanks make be realy helpful practical tip thanks lot,positive,1
even watch be year have load rc 's rn be not god rc wil help exam may june idk,miscellaneous,6
thank much,positive,1
sir be awesome lot love india,positive,1
finaly great advice always use think why people be advise sped reading skim main job be not read pasage fast but answer question corectly time,positive,1
be perfect video be realy god,positive,1
question be anyway understand viewpoint question writer ? often find get stump subtle diference text question example pasage say be “ few sucesful atempt ” do something corect response claimed be “ failure ” do thing be deliberate ? interpret les black white ? excel math make crazy,interrogative,4
absolute legend be sit gamsat 's section comprehension always strugle could never break 's score be constantly high 's mid 's since aply unbelivable thank,positive,1
help loti pause video midle subscribe be prety nervous reading partnow i 'm sure i 'm gon na ace exam thank much,positive,1
do have guide meditation ?,interrogative,4
be always inspire video brother love nepal nima thing,positive,1
be incredible talented person thanks,positive,1
come back video say how much help use strugle rc always use chase time but go slow take day be much confident thanks everything,positive,1
wow thank be realy realy helpful,positive,1
note be god identify info be like pasage boat one paragraph might boat part not always useful but can useful,miscellaneous,6
thanks informative information,positive,1
thank,positive,1
one best video how bost student comprehension ,positive,1
thank much be take high schol test month realy bost,positive,1
great idea,positive,1
be important interest thing whole life,positive,1
thanks much i ’ m take ise tomorow,positive,1
thank help exam,positive,1
thank sir never quite thought like thanks information wish luck,positive,1
helo philip mery christmas have found rc video great help give rc probably chalenge onerous part gre exam especialy nonatives would please provide u rc video ? reading gre pasages answer question online discus why option be not corect be one test taker be eager have thanks milion,positive,1
do specific individual type rcs,interrogative,4
thank,positive,1
ned smal hep have gre day bad rc strengthen weaken,negative,2
do work act ?,interrogative,4
try skim take note technique quite day work wel be lok diferent sugestion that 's found video try strategy think least be help greatly specialy nonative face many problem understand pasage skim pasage be make dificult gues decrease pace reading be able extract remember information,miscellaneous,6
life saver,positive,1
be lucky come acros video thank,positive,1
vocabulary part i 'm lucky cuz know grek,positive,1
video be instructive hopefuly tomorow can do wel reading comp exam folow tip,positive,1
thanks much be helpful kep return rewatch video,positive,1
fail last question,negative,2
video be extremely helpful,positive,1
why comprehension king,interrogative,4
be lok forward aply technique personal reading thank sugestion,positive,1
start watch video last year use subscriber something come long way kudos,positive,1
what wil sugest someone vernacular background,interrogative,4
best tol think comprehension who what which why how,positive,1
thank much,positive,1
thank video,positive,1
love man can please sugest enjoyable fictnonfict bok complex syntax ?,interrogative,4
sugestion atempt rc practice regard gre,miscellaneous,6
problem be sem kep chose wrong answer test know what pasage be but know what hel want answer,miscellaneous,6
god explanation also have subscribe,positive,1
sound advice thank,positive,1
method be awesome love thanks man,positive,1
find also helpfulto underline word example make much easy go back find key information thank,positive,1
thank muchmay god bles,positive,1
heip lot,positive,1
dont usualy coment youtube video but man change game thank lucky star found video rc be realy hamper verbal score video be ray hope ned thank much,positive,1
thanks realy help increase acuracy analyse,positive,1
great thank,positive,1
wil help prepare within half month,interrogative,4
take advice excite read take time sumarize sentence boy tel ya take practice test get every answer one pasage corect make fel god thanks much go continue aproach way,positive,1
thank realy help,positive,1
thank sir youe efort one request please make lengthy video vocabulary comprehension like hour two know would take time but realy helpful u sit back hearing wil help u get hoked thank much,positive,1
fruitful video,positive,1
be great advice lsat wel rc section be notoriously dificult improve experience advice understated fundamental can realy take far try various diferent method aproach rc method work far best,positive,1
great video use get around tuition test be say level year be year aply tip jumped tip read slowly be absolutely amaze would 've never thought thank i 'm definitely subscribe,positive,1
encounter question ets test preview tol,miscellaneous,6
slowest read fast answer be exactly what want get question corect thank much kep rock,positive,1
be ground beautiful soul love love love eye,positive,1
video never get old be always get back bost do reading pasage stil work strategy abstract pasage kinda hard interested pasage revolve around abstract jargon,positive,1
read like not,miscellaneous,6
be wel thought video thank,positive,1
be great advise thank much be share video daughter who brain damage acident ned strategy help colege entrance exam,positive,1
video be one helpful have thus far encounter thank much be study fl teach gk exam,positive,1
can please do logic base rc ? like line folow one question asumption true judgment thank,interrogative,4
hi technique which sugest help score question rc even though sound les number corect question usualy use get question corect improve score compare previous mark make huge diference scale highly apreciate what be carefuly disect question thanks brother regard india,positive,1
bro realy like way aproach solve rcit would realy helpful do ful video solve lot rc question would change way think,positive,1
helpful video reading comprehension far love aproach,positive,1
wan na exchange brain saturday ? oh no ? ? alright,interrogative,4
definately gon na try thanks much,positive,1
youre best,positive,1
thanks get straight rc solve watch thanks,positive,1
thank i 'm study sat wil aply tip study be brazilian get one subscription,positive,1
enjoy wil definitely use method thank,positive,1
hi philip could please help long pasage be question typicaly do aply technique even long pasage how can solve question line pasage minute please make video son posible have test come son would realy apreciate can drop reply help sped solve long pasage take minute do question which doesn ’ t leave enough time rest,interrogative,4
video make fal love man anyone else ? no ? me ? alright,interrogative,4
actualy make lol love wil aply strategy exam tomorow thanks great engage video,positive,1
i ’ m take acuplacer test hour online have tactic wil try best use what embrace video,miscellaneous,6
regard question no pasage mention revive practice revive practice imply revival interest among composer ?,interrogative,4
guy be fuck genius content be gold,positive,1
